id;age;income;marital_status;children;budget;city;property_type;bought
1253;48.0;39623.0;married;3.0;172712.0;Agadir;apartment;0
1254;48.0;114707.0;single;0.0;486141.0;Rabat;villa;0
1255;63.0;24209.0;married;1.0;90983.0;Marrakech;studio;0
1256;51.0;92634.0;married;2.0;444446.0;Agadir;villa;0
1257;32.0;55628.0;divorced;3.0;275070.0;Casablanca;duplex;0
1258;25.0;48692.0;single;0.0;240536.0;Agadir;duplex;1
1259;51.0;82575.0;single;0.0;377213.0;Casablanca;villa;0
1260;49.0;45523.0;single;0.0;155085.0;Rabat;apartment;0
1261;56.0;33954.0;single;0.0;149102.0;Rabat;apartment;0
1262;24.0;51501.0;single;1.0;201471.0;Agadir;duplex;0
1263;25.0;61232.0;single;0.0;303181.0;Rabat;apartment;0
1264;42.0;118545.0;single;0.0;334746.0;Marrakech;villa;1
1265;54.0;33238.0;married;1.0;85063.0;Tangier;studio;1
1266;24.0;58026.0;single;0.0;156489.0;Marrakech;duplex;0
1267;35.0;109320.0;married;1.0;544800.0;Agadir;villa;1
1268;63.0;88588.0;divorced;2.0;320573.0;Casablanca;villa;0
1269;49.0;25244.0;married;3.0;78200.0;Agadir;apartment;1
1270;58.0;102285.0;divorced;0.0;461491.0;Casablanca;duplex;0
1271;27.0;85393.0;single;0.0;412887.0;Casablanca;villa;0
1272;44.0;31695.0;single;0.0;115745.0;Tangier;duplex;1
1273;50.0;105235.0;divorced;0.0;518724.0;Tangier;villa;1
1274;47.0;73612.0;married;1.0;265155.0;Agadir;apartment;1
1275;45.0;30943.0;married;4.0;112175.0;Marrakech;apartment;1
1276;37.0;111717.0;married;0.0;322460.0;Marrakech;villa;0
1277;47.0;29565.0;single;1.0;123371.0;Rabat;apartment;1
1278;51.0;34302.0;single;0.0;164431.0;Tangier;duplex;0
1279;43.0;28450.0;single;1.0;105712.0;Tangier;apartment;0
1280;56.0;40413.0;divorced;1.0;165715.0;Rabat;apartment;1
1281;46.0;28178.0;divorced;2.0;126065.0;Tangier;apartment;0
1282;23.0;119433.0;married;2.0;373846.0;Casablanca;villa;0
1283;47.0;30709.0;single;0.0;143663.0;Agadir;apartment;1
1284;33.0;27044.0;single;1.0;90733.0;Rabat;studio;0
1285;48.0;83127.0;married;1.0;408483.0;Tangier;villa;1
1286;46.0;21301.0;married;4.0;63826.0;Agadir;apartment;0
1287;42.0;21859.0;single;0.0;62707.0;Rabat;studio;1
1288;48.0;54446.0;married;0.0;270629.0;Casablanca;duplex;1
1289;59.0;32772.0;single;0.0;97304.0;Agadir;apartment;1
1290;35.0;65624.0;single;0.0;275559.0;Marrakech;villa;0
1291;41.0;60234.0;married;0.0;255891.0;Tangier;villa;0
1292;56.0;75816.0;married;2.0;211030.0;Casablanca;apartment;0
1293;57.0;97973.0;single;0.0;314745.0;Tangier;duplex;1
1294;28.0;31484.0;married;0.0;85765.0;Marrakech;apartment;0
1295;53.0;118296.0;married;4.0;325225.0;Tangier;villa;1
1296;64.0;57998.0;married;1.0;177311.0;Tangier;apartment;0
1297;52.0;36310.0;single;0.0;132889.0;Tangier;apartment;0
1298;36.0;86527.0;single;1.0;273533.0;Tangier;duplex;0
1299;48.0;24282.0;single;0.0;83433.0;Agadir;apartment;0
1300;43.0;42336.0;divorced;3.0;131435.0;Tangier;apartment;1
1301;25.0;95740.0;married;3.0;473280.0;Casablanca;villa;0
1302;32.0;77331.0;single;0.0;217750.0;Marrakech;apartment;1
1303;62.0;54108.0;married;1.0;263600.0;Casablanca;villa;0
1304;22.0;102430.0;married;1.0;263198.0;Agadir;apartment;0
1305;46.0;23314.0;married;1.0;115603.0;Rabat;apartment;1
1306;36.0;58918.0;single;0.0;254277.0;Tangier;duplex;1
1307;39.0;30874.0;divorced;0.0;126458.0;Agadir;duplex;0
1308;60.0;36080.0;single;0.0;170893.0;Marrakech;apartment;1
1309;35.0;71222.0;single;0.0;251724.0;Tangier;apartment;0
1310;65.0;75038.0;single;0.0;357987.0;Casablanca;villa;0
1311;33.0;106463.0;married;4.0;493671.0;Marrakech;apartment;1
1312;52.0;100478.0;married;0.0;290981.0;Rabat;apartment;0
1313;23.0;90248.0;single;0.0;259992.0;Rabat;villa;0
1314;42.0;38161.0;single;0.0;185066.0;Rabat;apartment;0
1315;27.0;65685.0;married;2.0;240906.0;Tangier;apartment;1
1316;34.0;52780.0;single;0.0;249031.0;Rabat;duplex;0
1317;59.0;60840.0;single;0.0;261925.0;Tangier;apartment;0
1318;39.0;61779.0;married;4.0;213607.0;Casablanca;apartment;0
1319;62.0;28423.0;married;0.0;139137.0;Rabat;apartment;0
1320;63.0;89533.0;single;0.0;264100.0;Rabat;villa;0
1321;37.0;29521.0;single;0.0;84506.0;Rabat;studio;0
1322;22.0;113952.0;single;0.0;511427.0;Casablanca;villa;0
1323;60.0;47810.0;married;0.0;186573.0;Agadir;duplex;1
1324;64.0;29807.0;married;3.0;125348.0;Tangier;apartment;0
1325;34.0;26509.0;married;3.0;69373.0;Rabat;studio;0
1326;32.0;98830.0;single;0.0;389492.0;Rabat;villa;1
1327;58.0;20609.0;divorced;2.0;58274.0;Tangier;studio;0
1328;55.0;25127.0;single;0.0;92335.0;Tangier;apartment;0
1329;44.0;72473.0;single;0.0;270653.0;Marrakech;villa;1
1330;51.0;84662.0;married;0.0;390096.0;Agadir;villa;0
1331;22.0;38184.0;single;0.0;161098.0;Tangier;apartment;0
1332;45.0;90458.0;divorced;0.0;284872.0;Marrakech;villa;1
1333;26.0;54567.0;single;0.0;247254.0;Rabat;apartment;1
1334;59.0;80384.0;single;0.0;230702.0;Agadir;duplex;1
1335;48.0;103480.0;married;0.0;393680.0;Casablanca;villa;1
1336;39.0;62193.0;married;3.0;190595.0;Rabat;duplex;1
1337;44.0;93205.0;married;1.0;386679.0;Casablanca;duplex;0
1338;53.0;27899.0;single;0.0;102399.0;Tangier;apartment;0
1339;35.0;97401.0;married;4.0;452539.0;Rabat;duplex;1
1340;54.0;33849.0;divorced;1.0;162195.0;Tangier;duplex;1
1341;54.0;46610.0;married;1.0;124523.0;Tangier;apartment;0
1342;58.0;104984.0;single;0.0;290588.0;Marrakech;villa;1
1343;33.0;54964.0;single;0.0;199607.0;Rabat;apartment;0
1344;44.0;76554.0;single;0.0;273842.0;Rabat;villa;0
1345;28.0;26440.0;married;3.0;78918.0;Casablanca;studio;0
1346;55.0;99619.0;married;3.0;276239.0;Marrakech;duplex;1
1347;36.0;35097.0;single;0.0;111097.0;Marrakech;apartment;0
1348;61.0;111686.0;married;3.0;388914.0;Casablanca;duplex;1
1349;39.0;84903.0;single;0.0;286045.0;Rabat;duplex;0
1350;22.0;32352.0;single;1.0;131196.0;Rabat;duplex;1
1351;32.0;61302.0;married;1.0;181966.0;Tangier;apartment;0
1352;52.0;76088.0;single;0.0;240406.0;Marrakech;apartment;1
1353;22.0;97857.0;single;0.0;244888.0;Casablanca;apartment;0
1354;23.0;94352.0;married;2.0;432924.0;Agadir;villa;1
1355;28.0;33106.0;single;0.0;120225.0;Rabat;duplex;0
1356;53.0;53231.0;single;0.0;180004.0;Rabat;duplex;1
1357;60.0;83485.0;single;0.0;360700.0;Marrakech;villa;0
1358;36.0;106424.0;divorced;2.0;398513.0;Casablanca;villa;1
1359;49.0;67109.0;single;0.0;322231.0;Tangier;duplex;1
1360;62.0;108971.0;married;3.0;541403.0;Agadir;villa;1
1361;44.0;63410.0;single;0.0;316089.0;Rabat;villa;0
1362;43.0;100264.0;single;0.0;392699.0;Rabat;villa;1
1363;53.0;109853.0;single;0.0;418316.0;Rabat;duplex;1
1364;41.0;83809.0;single;0.0;212789.0;Marrakech;apartment;1
1365;29.0;26972.0;married;0.0;96446.0;Marrakech;studio;0
1366;40.0;85797.0;married;4.0;247746.0;Marrakech;duplex;0
1367;34.0;76629.0;married;0.0;247282.0;Marrakech;apartment;0
1368;65.0;103498.0;single;0.0;492692.0;Rabat;apartment;0
1369;33.0;93912.0;married;2.0;423632.0;Casablanca;duplex;0
1370;30.0;74566.0;married;2.0;243270.0;Rabat;apartment;1
1371;56.0;44034.0;single;1.0;158180.0;Casablanca;apartment;1
1372;54.0;109805.0;married;3.0;371743.0;Tangier;villa;0
1373;23.0;93257.0;single;0.0;253759.0;Casablanca;duplex;0
1374;37.0;96064.0;married;1.0;389272.0;Agadir;apartment;0
1375;47.0;36506.0;married;0.0;133503.0;Agadir;apartment;0
1376;25.0;55412.0;married;0.0;184727.0;Marrakech;duplex;0
1377;43.0;27977.0;single;0.0;105670.0;Marrakech;duplex;0
1378;57.0;117048.0;divorced;1.0;358033.0;Casablanca;villa;0
1379;22.0;83564.0;married;1.0;232873.0;Marrakech;apartment;1
1380;55.0;32696.0;single;0.0;83755.0;Agadir;studio;0
1381;29.0;59311.0;married;1.0;269905.0;Agadir;villa;1
1382;50.0;106266.0;married;3.0;304517.0;Marrakech;villa;1
1383;64.0;51546.0;single;0.0;199313.0;Tangier;apartment;0
1384;28.0;97170.0;married;2.0;337954.0;Marrakech;villa;1
1385;31.0;23666.0;single;0.0;82205.0;Agadir;studio;1
1386;64.0;101248.0;married;2.0;496823.0;Tangier;apartment;0
1387;22.0;40750.0;single;1.0;153139.0;Rabat;duplex;0
1388;54.0;28226.0;single;0.0;116850.0;Agadir;apartment;1
1389;30.0;56482.0;married;2.0;271604.0;Marrakech;apartment;1
1390;46.0;81833.0;married;1.0;322429.0;Agadir;duplex;0
1391;30.0;111457.0;single;1.0;375636.0;Agadir;apartment;0
1392;23.0;116059.0;single;0.0;320967.0;Tangier;villa;0
1393;37.0;33819.0;married;1.0;146111.0;Tangier;duplex;0
1394;26.0;28116.0;married;0.0;72920.0;Marrakech;studio;0
1395;62.0;23861.0;divorced;2.0;66074.0;Tangier;studio;1
1396;58.0;92937.0;single;0.0;333995.0;Rabat;villa;1
1397;49.0;89275.0;married;1.0;242385.0;Marrakech;apartment;1
1398;35.0;24356.0;married;0.0;82783.0;Tangier;studio;1
1399;43.0;44288.0;married;4.0;165656.0;Casablanca;apartment;0
1400;44.0;66725.0;married;4.0;309173.0;Marrakech;villa;1
1401;26.0;94599.0;single;0.0;307027.0;Marrakech;villa;0
1402;56.0;63374.0;single;0.0;204364.0;Rabat;apartment;0
1403;32.0;57757.0;single;0.0;267587.0;Agadir;villa;0
1404;25.0;91557.0;married;0.0;362284.0;Rabat;duplex;0
1405;48.0;54194.0;single;1.0;143531.0;Casablanca;apartment;1
1406;64.0;28169.0;single;0.0;137182.0;Agadir;duplex;1
1407;24.0;65330.0;divorced;3.0;261017.0;Agadir;apartment;1
1408;52.0;36969.0;single;0.0;95712.0;Agadir;studio;0
1409;52.0;59769.0;married;1.0;152626.0;Marrakech;apartment;1
1410;34.0;90016.0;married;3.0;378504.0;Marrakech;villa;0
1411;46.0;111152.0;single;0.0;430587.0;Marrakech;villa;1
1412;45.0;66109.0;single;0.0;174845.0;Casablanca;apartment;0
1413;48.0;117973.0;married;4.0;462468.0;Marrakech;apartment;0
1414;25.0;30041.0;single;0.0;96326.0;Rabat;studio;1
1415;37.0;58327.0;single;0.0;241704.0;Marrakech;apartment;1
1416;35.0;84871.0;married;2.0;402636.0;Casablanca;villa;0
1417;45.0;92273.0;single;0.0;352216.0;Rabat;villa;0
1418;28.0;27077.0;single;0.0;132038.0;Tangier;apartment;0
1419;30.0;88287.0;single;0.0;267238.0;Rabat;duplex;1
1420;24.0;50815.0;married;3.0;248109.0;Marrakech;apartment;0
1421;39.0;97101.0;single;0.0;263263.0;Rabat;apartment;0
1422;23.0;70146.0;single;0.0;211442.0;Casablanca;apartment;0
1423;64.0;59996.0;single;0.0;290564.0;Agadir;duplex;0
1424;38.0;118738.0;married;0.0;398052.0;Agadir;villa;0
1425;25.0;34314.0;married;2.0;159432.0;Agadir;apartment;0
1426;58.0;88014.0;single;1.0;322864.0;Casablanca;villa;0
1427;65.0;55965.0;single;0.0;215857.0;Rabat;apartment;0
1428;39.0;67408.0;single;0.0;278568.0;Agadir;villa;0
1429;64.0;62072.0;married;1.0;224050.0;Marrakech;apartment;0
1430;44.0;82941.0;married;4.0;252522.0;Marrakech;villa;0
1431;61.0;92279.0;single;0.0;272177.0;Rabat;villa;0
1432;36.0;102619.0;single;1.0;424837.0;Casablanca;villa;0
1433;65.0;86416.0;married;4.0;284596.0;Agadir;duplex;0
1434;38.0;53743.0;single;0.0;248481.0;Agadir;duplex;1
1435;44.0;34308.0;single;0.0;129601.0;Casablanca;apartment;0
1436;65.0;74521.0;single;0.0;239041.0;Marrakech;apartment;1
1437;43.0;73495.0;married;2.0;270219.0;Rabat;duplex;0
1438;24.0;58125.0;divorced;0.0;160749.0;Casablanca;duplex;0
1439;54.0;96216.0;married;1.0;331666.0;Agadir;villa;1
1440;46.0;119957.0;divorced;0.0;586343.0;Casablanca;villa;1
1441;62.0;91857.0;married;4.0;397980.0;Agadir;duplex;1
1442;64.0;88740.0;married;2.0;281568.0;Agadir;villa;0
1443;37.0;67443.0;single;0.0;332560.0;Casablanca;villa;1
1444;48.0;67432.0;single;0.0;181466.0;Rabat;apartment;1
1445;50.0;74899.0;single;0.0;372013.0;Agadir;villa;1
1446;65.0;96645.0;married;4.0;304499.0;Rabat;villa;0
1447;48.0;75184.0;married;1.0;296227.0;Casablanca;apartment;1
1448;22.0;41859.0;single;0.0;162682.0;Tangier;duplex;0
1449;24.0;76547.0;single;0.0;205340.0;Agadir;duplex;1
1450;49.0;66447.0;single;0.0;206224.0;Rabat;apartment;1
1451;43.0;97526.0;married;0.0;486199.0;Marrakech;villa;1
1452;50.0;73592.0;married;3.0;237203.0;Tangier;duplex;1
1453;59.0;86764.0;single;1.0;345657.0;Rabat;duplex;0
1454;42.0;77486.0;single;0.0;247819.0;Marrakech;apartment;0
1455;25.0;93941.0;married;4.0;371026.0;Tangier;villa;0
1456;33.0;38769.0;single;1.0;182445.0;Casablanca;apartment;0
1457;61.0;61204.0;single;0.0;171149.0;Rabat;apartment;0
1458;32.0;57811.0;divorced;2.0;287437.0;Marrakech;apartment;1
1459;31.0;32579.0;single;0.0;142929.0;Marrakech;apartment;0
1460;56.0;90505.0;married;0.0;336761.0;Marrakech;villa;0
1461;58.0;75902.0;married;4.0;213698.0;Tangier;apartment;0
1462;29.0;78249.0;married;3.0;247082.0;Casablanca;duplex;1
1463;29.0;66362.0;married;1.0;286577.0;Rabat;villa;0
1464;51.0;102657.0;married;0.0;438039.0;Rabat;apartment;0
1465;28.0;112419.0;married;2.0;334558.0;Agadir;duplex;1
1466;24.0;103164.0;married;1.0;293211.0;Tangier;apartment;0
1467;34.0;54771.0;married;3.0;248368.0;Tangier;apartment;0
1468;27.0;87673.0;married;1.0;219883.0;Marrakech;apartment;1
1469;33.0;25087.0;married;2.0;101187.0;Agadir;apartment;0
1470;55.0;106106.0;divorced;2.0;488271.0;Rabat;duplex;0
1471;62.0;71407.0;married;4.0;264377.0;Marrakech;villa;1
1472;40.0;74997.0;divorced;2.0;233877.0;Tangier;apartment;0
1473;42.0;106587.0;single;0.0;454278.0;Tangier;apartment;1
1474;60.0;74002.0;married;0.0;238828.0;Agadir;apartment;1
1475;48.0;27969.0;married;2.0;88214.0;Rabat;studio;1
1476;49.0;72255.0;single;0.0;268337.0;Casablanca;villa;1
1477;41.0;78672.0;married;4.0;368897.0;Agadir;villa;1
1478;61.0;100052.0;single;0.0;255112.0;Marrakech;apartment;0
1479;43.0;66229.0;married;4.0;176080.0;Marrakech;apartment;0
1480;34.0;40577.0;married;3.0;188654.0;Casablanca;apartment;0
1481;45.0;63450.0;married;4.0;274950.0;Marrakech;villa;0
1482;55.0;33437.0;married;3.0;87127.0;Rabat;studio;0
1483;37.0;24427.0;single;0.0;108947.0;Tangier;apartment;1
1484;39.0;31130.0;single;0.0;132574.0;Tangier;apartment;1
1485;56.0;99281.0;divorced;0.0;430848.0;Tangier;villa;1
1486;41.0;62431.0;married;0.0;203236.0;Tangier;apartment;0
1487;63.0;95523.0;married;2.0;341383.0;Casablanca;apartment;0
1488;52.0;57279.0;divorced;1.0;197957.0;Tangier;duplex;1
1489;56.0;113661.0;single;0.0;561255.0;Tangier;duplex;0
1490;52.0;93813.0;single;0.0;268251.0;Marrakech;villa;0
1491;53.0;97779.0;single;0.0;395146.0;Tangier;villa;1
1492;36.0;27724.0;married;2.0;97855.0;Rabat;apartment;0
1493;58.0;98476.0;married;0.0;312204.0;Casablanca;duplex;1
1494;56.0;85511.0;single;0.0;282579.0;Tangier;villa;1
1495;27.0;33768.0;married;0.0;116135.0;Marrakech;apartment;1
1496;32.0;45869.0;married;0.0;119151.0;Tangier;apartment;1
1497;55.0;83857.0;single;1.0;297303.0;Marrakech;villa;0
1498;40.0;114364.0;divorced;2.0;435292.0;Agadir;apartment;0
1499;32.0;38548.0;single;0.0;173737.0;Rabat;apartment;0
1500;51.0;47606.0;divorced;1.0;138561.0;Tangier;apartment;0
1501;31.0;81668.0;single;1.0;267838.0;Casablanca;villa;0
1502;51.0;63389.0;single;0.0;252677.0;Marrakech;villa;0
1503;36.0;65214.0;married;1.0;207801.0;Tangier;apartment;0
1504;61.0;72857.0;divorced;1.0;196254.0;Casablanca;apartment;0
1505;33.0;54463.0;married;1.0;244659.0;Agadir;apartment;0
1506;58.0;97616.0;married;4.0;407179.0;Tangier;villa;0
1507;36.0;48369.0;single;0.0;138636.0;Casablanca;apartment;0
1508;26.0;26840.0;single;0.0;95644.0;Tangier;studio;0
1509;29.0;51558.0;married;3.0;228649.0;Tangier;apartment;1
1510;42.0;89558.0;single;0.0;271785.0;Casablanca;apartment;1
1511;31.0;77310.0;married;3.0;327620.0;Rabat;duplex;0
1512;49.0;105471.0;single;0.0;360100.0;Tangier;duplex;0
1513;49.0;48020.0;married;1.0;165964.0;Casablanca;duplex;1
1514;34.0;77944.0;single;0.0;309084.0;Rabat;villa;0
1515;38.0;85902.0;divorced;2.0;221955.0;Rabat;apartment;0
1516;38.0;55936.0;married;4.0;254973.0;Tangier;apartment;1
1517;53.0;42776.0;married;4.0;193286.0;Marrakech;apartment;1
1518;31.0;112489.0;married;1.0;304514.0;Marrakech;villa;1
1519;25.0;61187.0;single;0.0;303396.0;Casablanca;duplex;1
1520;43.0;108079.0;married;2.0;512763.0;Casablanca;apartment;0
1521;45.0;87677.0;single;0.0;310459.0;Marrakech;villa;1
1522;54.0;39334.0;married;0.0;115306.0;Marrakech;apartment;0
1523;54.0;73641.0;single;0.0;338354.0;Marrakech;villa;0
1524;29.0;64754.0;married;0.0;253542.0;Tangier;villa;1
1525;33.0;115623.0;single;0.0;470188.0;Marrakech;duplex;1
1526;35.0;103616.0;single;0.0;446656.0;Casablanca;villa;1
1527;34.0;117964.0;married;1.0;386475.0;Tangier;duplex;0
1528;30.0;94060.0;single;0.0;279415.0;Casablanca;villa;0
1529;50.0;54674.0;single;0.0;186385.0;Agadir;apartment;1
1530;32.0;24814.0;divorced;3.0;71694.0;Agadir;studio;1
1531;44.0;104673.0;married;2.0;315967.0;Agadir;villa;1
1532;39.0;31895.0;married;1.0;100326.0;Tangier;apartment;1
1533;55.0;106288.0;married;3.0;302871.0;Agadir;villa;0
1534;64.0;97121.0;divorced;2.0;413077.0;Rabat;apartment;0
1535;48.0;82324.0;single;0.0;226433.0;Rabat;apartment;0
1536;33.0;118572.0;single;0.0;431734.0;Agadir;duplex;1
1537;52.0;51927.0;single;0.0;173680.0;Tangier;apartment;1
1538;36.0;86448.0;single;0.0;274334.0;Agadir;villa;0
1539;54.0;41808.0;divorced;1.0;203970.0;Agadir;duplex;0
1540;43.0;27051.0;divorced;2.0;121246.0;Casablanca;duplex;0
1541;32.0;80370.0;single;0.0;378332.0;Rabat;villa;0
1542;35.0;77219.0;single;0.0;325229.0;Rabat;villa;0
1543;28.0;81708.0;married;3.0;347009.0;Tangier;duplex;1
1544;37.0;32559.0;single;0.0;157525.0;Tangier;duplex;1
1545;65.0;115731.0;married;4.0;403279.0;Marrakech;villa;1
1546;59.0;23525.0;single;0.0;103971.0;Rabat;apartment;0
1547;22.0;100028.0;married;3.0;478780.0;Casablanca;villa;0
1548;35.0;59575.0;married;2.0;206139.0;Casablanca;apartment;0
1549;46.0;108509.0;married;0.0;342079.0;Tangier;villa;0
1550;55.0;33950.0;married;0.0;114266.0;Marrakech;apartment;0
1551;22.0;41087.0;single;0.0;142160.0;Tangier;apartment;1
1552;64.0;72652.0;married;0.0;236655.0;Rabat;duplex;0
1553;50.0;85806.0;single;0.0;286391.0;Agadir;apartment;0
1554;33.0;75583.0;married;3.0;353409.0;Marrakech;villa;0
1555;59.0;53795.0;single;0.0;232344.0;Tangier;apartment;0
1556;24.0;35931.0;married;3.0;122803.0;Agadir;apartment;0
1557;43.0;108473.0;single;0.0;418366.0;Casablanca;villa;0
1558;50.0;62550.0;single;0.0;173839.0;Marrakech;apartment;0
1559;33.0;31016.0;married;1.0;133895.0;Tangier;apartment;0
1560;51.0;110307.0;married;4.0;432698.0;Marrakech;villa;0
1561;31.0;99869.0;divorced;0.0;345025.0;Marrakech;villa;1
1562;41.0;75381.0;married;1.0;367550.0;Rabat;duplex;1
1563;27.0;76811.0;divorced;1.0;301655.0;Rabat;duplex;0
1564;37.0;110997.0;married;2.0;436588.0;Casablanca;duplex;0
1565;33.0;56287.0;married;0.0;225798.0;Casablanca;apartment;0
1566;48.0;47149.0;single;0.0;133168.0;Rabat;apartment;1
1567;62.0;61701.0;single;0.0;263618.0;Casablanca;villa;0
1568;60.0;80377.0;married;4.0;267002.0;Tangier;villa;0
1569;43.0;64642.0;single;0.0;186133.0;Tangier;apartment;1
1570;65.0;71126.0;single;0.0;329365.0;Marrakech;duplex;0
1571;44.0;30891.0;single;1.0;105739.0;Rabat;duplex;0
1572;51.0;23875.0;single;0.0;96948.0;Agadir;studio;1
1573;23.0;118485.0;divorced;3.0;589368.0;Tangier;apartment;0
1574;60.0;36186.0;single;0.0;180218.0;Agadir;apartment;1
1575;47.0;92098.0;married;1.0;326528.0;Agadir;villa;1
1576;62.0;33846.0;married;2.0;127117.0;Agadir;apartment;1
1577;53.0;119198.0;married;3.0;344770.0;Casablanca;villa;0
1578;43.0;119999.0;married;1.0;505001.0;Marrakech;villa;1
1579;48.0;73778.0;single;0.0;225796.0;Agadir;apartment;1
1580;60.0;94787.0;married;0.0;313986.0;Casablanca;villa;1
1581;65.0;31923.0;divorced;0.0;139101.0;Tangier;apartment;1
1582;32.0;80000.0;single;1.0;235042.0;Casablanca;apartment;0
1583;23.0;47132.0;married;3.0;146703.0;Agadir;apartment;0
1584;33.0;80477.0;married;0.0;362888.0;Rabat;apartment;1
1585;37.0;80583.0;married;0.0;202844.0;Marrakech;apartment;0
1586;55.0;81631.0;married;0.0;363878.0;Rabat;apartment;0
1587;60.0;104815.0;divorced;0.0;376946.0;Marrakech;villa;0
1588;24.0;67628.0;single;1.0;275460.0;Tangier;villa;0
1589;31.0;54406.0;married;4.0;238512.0;Marrakech;duplex;0
1590;64.0;64542.0;single;0.0;239223.0;Rabat;apartment;1
1591;26.0;80062.0;married;3.0;350772.0;Rabat;villa;1
1592;43.0;79031.0;married;4.0;251970.0;Marrakech;duplex;0
1593;40.0;23400.0;single;0.0;79719.0;Rabat;studio;1
1594;58.0;103085.0;single;0.0;431224.0;Casablanca;duplex;1
1595;31.0;99619.0;single;0.0;407631.0;Marrakech;apartment;0
1596;31.0;96576.0;single;0.0;364234.0;Agadir;villa;1
1597;32.0;65116.0;married;4.0;301586.0;Rabat;villa;0
1598;53.0;104984.0;single;0.0;308492.0;Tangier;villa;1
1599;43.0;49468.0;single;0.0;158089.0;Marrakech;apartment;0
1600;51.0;94633.0;divorced;0.0;435306.0;Agadir;apartment;1
1601;45.0;107063.0;single;0.0;522475.0;Agadir;villa;0
1602;56.0;117158.0;married;0.0;577131.0;Marrakech;villa;0
1603;37.0;53563.0;married;1.0;226263.0;Casablanca;apartment;1
1604;33.0;25273.0;divorced;2.0;98057.0;Marrakech;apartment;1
1605;26.0;37373.0;married;0.0;112841.0;Casablanca;apartment;0
1606;51.0;32880.0;married;0.0;108410.0;Marrakech;apartment;0
1607;27.0;82394.0;single;0.0;250270.0;Tangier;villa;0
1608;49.0;34617.0;married;3.0;153820.0;Casablanca;apartment;1
1609;51.0;20064.0;single;0.0;63740.0;Casablanca;studio;0
1610;40.0;104578.0;single;1.0;326550.0;Rabat;duplex;0
1611;62.0;77677.0;single;0.0;229570.0;Marrakech;apartment;1
1612;52.0;84983.0;single;0.0;304242.0;Rabat;villa;1
1613;43.0;103608.0;married;1.0;309165.0;Marrakech;duplex;0
1614;54.0;60027.0;single;0.0;165512.0;Rabat;duplex;0
1615;65.0;40263.0;single;0.0;140542.0;Casablanca;duplex;1
1616;32.0;62687.0;divorced;3.0;259130.0;Tangier;duplex;0
1617;38.0;81863.0;divorced;2.0;280542.0;Rabat;villa;0
1618;42.0;78944.0;single;0.0;347885.0;Marrakech;duplex;0
1619;48.0;66348.0;married;1.0;327590.0;Rabat;villa;1
1620;35.0;106776.0;married;2.0;489181.0;Marrakech;villa;1
1621;42.0;93147.0;married;1.0;418573.0;Agadir;villa;1
1622;28.0;29755.0;single;0.0;110069.0;Agadir;apartment;1
1623;24.0;106431.0;single;1.0;454058.0;Casablanca;villa;1
1624;46.0;27774.0;single;0.0;88602.0;Rabat;studio;0
1625;52.0;37600.0;married;0.0;124507.0;Tangier;duplex;1
1626;59.0;59171.0;married;4.0;160945.0;Casablanca;apartment;0
1627;64.0;54172.0;married;2.0;228818.0;Casablanca;duplex;0
1628;42.0;67347.0;divorced;3.0;294184.0;Casablanca;villa;0
1629;51.0;67474.0;single;0.0;287449.0;Rabat;duplex;1
1630;30.0;35622.0;married;3.0;124348.0;Tangier;duplex;1
1631;25.0;87143.0;single;0.0;434768.0;Agadir;apartment;0
1632;56.0;84488.0;single;0.0;225394.0;Marrakech;apartment;1
1633;29.0;89699.0;single;0.0;415191.0;Agadir;apartment;1
1634;34.0;118554.0;single;0.0;538755.0;Tangier;villa;1
1635;31.0;105254.0;single;0.0;414496.0;Tangier;villa;1
1636;49.0;22815.0;married;2.0;57399.0;Tangier;studio;0
1637;49.0;39725.0;single;0.0;166302.0;Rabat;apartment;1
1638;34.0;95292.0;divorced;1.0;283219.0;Casablanca;villa;0
1639;23.0;89916.0;married;0.0;400005.0;Agadir;villa;0
1640;42.0;50160.0;married;1.0;163387.0;Tangier;duplex;0
1641;35.0;66575.0;single;1.0;323618.0;Marrakech;apartment;0
1642;50.0;117510.0;married;1.0;405531.0;Tangier;villa;0
1643;46.0;97360.0;married;0.0;479313.0;Agadir;apartment;1
1644;29.0;41349.0;married;0.0;200614.0;Agadir;apartment;1
1645;48.0;45032.0;single;0.0;169647.0;Tangier;apartment;0
1646;51.0;22116.0;single;0.0;77423.0;Marrakech;studio;1
1647;26.0;76904.0;divorced;2.0;236356.0;Marrakech;apartment;1
1648;52.0;22077.0;divorced;2.0;95462.0;Rabat;studio;1
1649;33.0;94000.0;single;0.0;267951.0;Tangier;duplex;0
1650;35.0;116973.0;married;2.0;473025.0;Casablanca;villa;0
1651;55.0;39841.0;married;1.0;135964.0;Marrakech;duplex;0
1652;35.0;60116.0;married;2.0;286900.0;Rabat;duplex;0
1653;23.0;63461.0;single;0.0;275254.0;Casablanca;apartment;0
1654;46.0;119942.0;married;4.0;350752.0;Marrakech;villa;1
1655;27.0;75034.0;divorced;0.0;369304.0;Tangier;apartment;1
1656;56.0;77726.0;single;0.0;318065.0;Rabat;villa;1
1657;38.0;36803.0;single;0.0;180049.0;Marrakech;apartment;1
1658;58.0;45727.0;single;0.0;206394.0;Casablanca;apartment;0
1659;28.0;114013.0;married;4.0;315025.0;Casablanca;villa;1
1660;41.0;63073.0;married;3.0;263070.0;Agadir;villa;1
